annual_rainfall_mm,monsoon_rainfall_mm,pre_monsoon_rainfall_mm,post_monsoon_rainfall_mm,cloud_visibility_km,flood
1696.8,1421.5,96.0,179.3,14.78,0
1256.7,1025.8,174.3,56.6,2.14,0
1371.8,871.0,255.8,245.0,10.73,0
1043.0,829.3,158.2,55.5,12.83,0
1124.3,849.7,109.7,164.9,2.69,0
992.5,698.3,145.3,148.9,10.86,0
3472.5,2350.5,607.0,515.0,7.31,1
1000.0,794.6,121.4,84.0,12.87,0
1157.9,912.3,200.3,50.0,13.66,0
3033.6,2357.3,330.0,346.2,13.15,1
2366.6,2010.4,242.1,114.2,1.43,1
2890.9,2005.0,397.4,488.6,11.47,1
2503.5,1982.9,299.7,220.9,13.86,1
3181.9,2573.3,625.5,50.0,9.51,1
2523.9,1548.3,321.7,653.8,9.21,1
2209.7,1243.2,238.2,728.3,1.15,1
2724.4,1829.2,297.6,597.6,12.91,1
2008.0,1620.5,265.4,122.1,1.17,1
1734.4,1104.3,179.1,451.0,5.05,1
2062.7,1567.6,326.8,168.2,13.93,0
1258.2,694.8,134.8,428.7,14.27,0
2950.7,1937.5,317.6,695.7,14.88,1
1503.9,1104.8,214.4,184.7,7.41,0
1214.5,715.3,71.8,427.5,3.07,0
1465.2,1199.9,217.3,50.0,7.58,0
3073.6,1834.6,386.5,852.5,1.98,1
1691.5,1392.0,199.5,100.0,13.15,0
2652.3,1631.0,418.8,602.6,8.63,1
3112.3,2640.1,509.6,50.0,6.37,1
1009.9,738.7,178.7,92.5,1.65,0
2865.6,1648.6,304.4,912.6,6.38,1
1630.7,928.8,161.5,540.3,13.06,0
1384.9,792.8,217.6,374.4,10.7,0
2660.0,1933.8,365.1,361.1,1.7,1
3256.5,2582.0,471.4,203.1,2.82,1
1596.6,1071.1,212.9,312.6,6.19,0
2335.9,1596.4,387.5,351.9,1.97,1
1582.6,1150.2,124.2,308.1,14.04,0
2296.6,1630.4,306.3,359.9,9.96,1
2479.0,1875.2,182.7,421.1,1.87,1
2447.9,1692.8,271.9,483.2,11.93,1
2483.6,1897.8,371.5,214.2,5.84,1
1164.7,989.1,144.4,50.0,4.05,0
2672.6,1750.8,285.8,636.0,8.76,1
2621.8,1451.6,479.1,691.1,0.69,1
2643.0,1553.3,438.5,651.2,7.25,1
1000.0,716.0,128.9,155.0,12.74,0
2006.5,1310.8,386.3,309.4,13.96,0
1904.4,1584.4,216.4,103.5,5.47,1
1034.1,763.4,174.0,96.7,9.82,0
1400.4,988.8,105.3,306.3,3.79,0
1990.6,1571.4,184.9,234.3,8.62,0
2805.8,1760.9,282.6,762.4,4.18,1
1440.1,1146.2,94.9,199.0,8.78,0
3040.3,1675.0,380.9,984.5,2.99,1
2273.7,1673.2,179.3,421.2,14.15,0
2853.1,2369.3,414.1,69.7,13.36,1
2075.9,1632.4,163.0,280.5,5.39,1
2147.8,1731.3,147.2,269.3,11.76,0
2473.2,1654.8,483.2,335.2,1.88,1
3305.5,2635.4,491.7,178.5,11.24,1
2127.9,1522.0,405.3,200.6,4.6,1
2227.4,1638.4,275.0,314.0,2.47,1
2425.4,1376.8,133.4,915.1,10.33,1
2791.3,1704.0,380.1,707.3,7.31,1
994.0,711.0,132.9,150.1,8.19,0
2192.4,1244.5,114.5,833.3,8.05,0
2100.3,1622.3,376.3,101.6,1.36,1
3288.5,2637.5,470.2,180.8,1.25,1
2132.5,1761.7,344.8,50.0,9.22,1
2064.5,1198.5,256.2,609.8,9.55,0
3397.9,2826.8,485.1,86.0,1.18,1
2016.6,1150.0,178.7,687.8,5.99,1
1288.4,891.8,252.6,143.9,9.39,0
1385.7,1111.4,152.6,121.7,10.02,0
1057.0,603.6,78.6,374.8,12.51,0
801.5,445.2,46.8,309.5,6.6,0
1966.3,1096.2,285.9,584.2,8.45,0
2877.0,2023.6,568.2,285.1,8.89,1
2780.4,2206.2,512.6,61.6,5.02,1
886.8,521.6,137.7,227.4,1.28,0
2339.0,1373.9,464.5,500.6,0.56,1
1216.6,876.6,192.7,147.2,12.62,0
3340.9,2072.3,337.1,931.5,3.4,1
1251.9,962.8,175.5,113.6,9.64,0
2491.9,2080.5,154.4,257.0,8.87,1
1680.8,1310.7,139.9,230.2,6.29,0
2532.2,2059.1,285.2,187.9,12.59,1
1913.1,1350.4,153.6,409.1,10.63,0
2851.0,2280.0,550.3,50.0,0.83,1
1422.8,860.6,283.6,278.6,11.76,0
3245.6,1851.7,342.9,1051.1,7.85,1
2150.6,1606.0,336.3,208.2,5.53,1
2841.5,1607.1,315.9,918.5,11.04,1
3094.3,2530.3,219.5,344.5,10.45,1
3496.8,2648.7,351.6,496.5,5.0,1
1404.7,1173.8,119.4,111.4,14.75,0
1574.6,1014.3,156.2,404.1,9.91,0
1476.2,1027.2,121.4,327.6,9.28,0
1509.8,1166.3,100.9,242.5,1.51,0
2372.6,1477.7,196.0,698.9,4.55,1
3482.5,2481.5,647.3,353.8,6.98,1
3473.8,2597.8,218.1,657.8,9.64,1
2222.3,1874.8,219.4,128.1,7.94,1
2525.4,1953.2,326.4,245.8,11.56,1
3121.9,1827.7,322.1,972.1,4.31,1
3318.9,2298.7,423.6,596.6,10.68,1
1350.4,981.3,76.3,292.8,12.34,0
2227.1,1322.8,328.0,576.2,11.59,0
3048.7,2071.8,410.1,566.7,11.68,1
1618.6,1028.2,246.3,344.2,13.38,0
1987.5,1164.0,268.5,555.0,1.72,1
3461.2,2435.3,400.4,625.4,10.61,1
3459.6,2074.7,354.7,1030.2,14.55,1
3246.5,2360.7,272.6,613.2,8.82,1
2955.8,1776.2,369.5,810.1,3.65,1
1526.7,1171.1,82.3,273.3,14.98,0
1666.3,1014.1,165.4,486.9,3.03,0
2277.7,1865.1,345.5,67.0,5.37,1
2314.1,1290.9,153.4,869.7,2.99,1
2164.9,1529.7,128.7,506.5,7.24,1
2519.0,1627.4,372.4,519.3,6.57,1
1902.5,1174.8,208.6,519.0,7.62,0
2822.8,1951.9,480.6,390.2,13.96,1
1700.6,1364.9,324.1,50.0,7.44,0
1692.8,1395.9,327.7,50.0,7.96,0
1143.5,733.0,130.2,280.4,13.36,0
1309.5,780.8,117.4,411.3,12.36,0
3096.4,2372.0,437.5,286.9,3.98,1
2005.0,1452.8,289.2,263.0,0.69,1
1415.2,863.7,202.9,348.6,9.63,0
2850.2,2217.7,280.1,352.4,12.75,1
2295.7,1620.1,136.7,538.9,8.52,1
857.1,639.4,69.9,147.8,3.56,0
1654.2,1088.1,121.0,445.0,11.25,0
1277.9,871.2,87.6,319.1,10.21,0
2570.9,1553.1,485.7,532.1,8.69,1
1542.6,1198.5,80.3,263.7,13.02,0
975.4,582.4,136.8,256.1,11.87,0
948.3,743.0,182.2,50.0,10.19,0
2370.7,1871.4,246.6,252.7,10.14,1
858.7,664.6,110.8,83.3,10.1,0
3091.7,1718.5,477.3,896.0,8.11,1
1219.6,770.7,119.0,329.9,7.23,0
2437.7,1683.3,296.5,457.9,10.79,1
2000.7,1457.8,345.2,197.6,9.35,1
1995.7,1648.0,322.9,50.0,7.6,1
993.9,658.6,170.2,165.0,2.34,0
2967.4,2411.1,587.9,50.0,10.68,1
3211.2,1923.6,338.9,948.7,9.87,1
829.7,548.8,134.5,146.5,5.46,0
1282.2,725.3,180.0,376.8,5.67,0
3240.5,2504.1,486.1,250.4,4.08,1
2283.6,1359.2,367.6,556.8,14.45,0
1205.1,755.7,195.8,253.6,12.97,0
1347.5,1054.5,246.4,50.0,8.64,0
2582.0,1834.3,264.4,483.3,6.32,1
2757.0,1527.9,408.1,821.0,11.18,1
2418.5,1331.8,222.6,864.1,8.15,1
3373.5,2372.2,469.5,531.7,14.65,1
2134.0,1368.9,347.1,417.9,1.3,1
1610.7,973.0,271.7,366.0,1.0,1
2088.5,1533.1,236.0,319.3,8.74,1
1771.1,1095.5,223.7,451.9,3.45,1
1405.9,1023.0,140.7,242.2,9.26,0
924.1,613.4,69.6,241.1,11.83,0
1751.0,1061.1,156.0,533.9,2.5,0
2720.8,1609.2,508.3,603.3,6.89,1
849.8,527.8,81.9,240.1,10.49,0
1985.8,1110.0,389.6,486.2,12.59,0
2538.8,1631.0,218.9,688.9,7.7,1
2448.1,2008.9,387.9,51.3,3.49,1
2897.0,2315.8,394.2,186.9,8.99,1
2988.4,1977.1,461.8,549.5,7.09,1
2721.6,1967.0,399.0,355.6,11.69,1
1077.6,776.1,168.1,133.4,8.56,0
2082.6,1663.2,387.0,50.0,4.55,1
2429.2,1508.3,326.8,594.2,11.44,1
1463.0,934.8,88.0,440.2,8.01,0
914.9,586.0,82.9,246.0,3.07,0
1403.7,789.2,219.3,395.1,8.66,0
2028.2,1307.0,251.7,469.5,14.25,0
1917.6,1559.7,253.7,104.2,10.73,0
1277.0,1051.7,178.1,50.0,4.83,1
3025.9,1763.8,325.0,937.2,10.81,1
3299.4,2268.0,548.0,483.3,4.6,1
1343.6,892.7,213.0,237.9,8.37,0
3309.8,2306.3,520.1,483.4,8.14,1
848.2,607.7,133.4,107.1,4.09,0
3297.4,1833.6,605.2,858.5,5.54,1
3370.2,2705.2,469.5,195.5,14.16,1
832.5,701.1,162.4,50.0,4.13,0
2860.2,2133.7,194.1,532.3,12.11,1
3419.5,2558.3,495.1,366.1,10.18,1
3245.9,2299.4,511.4,435.2,8.22,1
3420.9,2224.6,415.9,780.4,2.49,1
2285.9,1359.4,213.1,713.4,3.47,1
1011.0,733.2,134.0,143.8,3.1,0
3094.4,1743.7,324.0,1026.7,9.01,1
2457.3,1959.4,458.0,50.0,14.61,1
2459.8,1663.5,254.6,541.7,13.22,1
1926.6,1299.3,147.1,480.1,0.87,1
2344.0,1519.2,319.9,504.9,4.47,1
1214.7,1021.3,132.9,60.5,2.78,0
2797.4,1685.4,180.1,931.9,14.65,1
1002.5,596.9,135.1,270.6,3.92,0
2770.4,1661.3,362.0,747.1,3.42,1
3092.2,2311.6,234.9,545.7,9.5,1
2075.7,1759.3,289.9,50.0,8.56,1
2176.5,1350.9,294.1,531.6,3.77,1
1643.0,1350.0,272.8,50.0,10.22,0
3417.5,2165.3,356.2,896.0,1.91,1
2779.4,2068.9,242.7,467.8,0.78,1
1796.3,1009.8,346.1,440.4,1.7,1
1272.0,888.7,170.7,212.6,5.79,0
1392.9,1039.6,75.3,278.0,14.64,0
2052.6,1459.2,355.3,238.1,8.44,1
3344.9,2078.4,266.0,1000.6,11.44,1
2782.2,2221.7,467.1,93.3,5.16,1
1381.2,1161.6,215.1,50.0,10.93,0
3120.8,2146.4,609.6,364.9,14.51,1
1821.1,1349.1,354.8,117.3,5.69,1
3099.6,2439.8,282.6,377.3,14.99,1
1452.6,904.2,239.6,308.8,9.76,0
2470.4,1999.4,240.9,230.1,11.35,1
3302.0,2093.7,476.7,731.6,4.16,1
1496.3,1171.2,209.0,116.1,9.82,0
2670.9,1558.8,155.4,956.7,7.91,1
3465.7,2206.0,176.0,1083.8,14.37,1
1206.6,856.8,70.8,279.0,13.62,0
1038.7,734.8,71.9,232.0,6.25,0
2620.3,2109.7,232.3,278.3,14.23,1
1717.3,1457.7,319.5,50.0,13.33,0
992.4,577.7,126.8,287.8,9.06,0
2083.3,1315.4,353.2,414.7,1.69,1
2835.2,1863.5,498.3,473.4,2.83,1
1569.8,1089.0,251.6,229.3,1.61,0
1704.6,1190.1,185.3,329.2,2.07,1
3083.4,2487.9,553.7,50.0,14.67,1
2204.2,1721.8,355.6,126.8,3.58,1
3075.4,1708.8,496.6,869.9,10.52,1
2005.3,1376.6,371.4,257.2,9.73,1
3373.0,2480.6,471.5,420.9,9.65,1
2557.1,1759.6,330.6,466.9,3.5,1
1112.9,655.7,204.2,252.9,8.9,0
3189.8,2134.7,376.9,678.1,9.57,1
2121.0,1428.5,364.3,328.3,8.77,1
1182.4,716.9,68.7,396.8,3.2,0
1212.3,941.8,60.8,209.6,10.98,0
2656.3,1717.1,343.3,595.9,1.56,1
927.9,674.3,56.6,197.0,9.07,0
1573.8,1109.1,309.2,155.5,6.83,1
1177.4,957.5,59.8,160.1,4.13,0
1990.9,1167.9,314.0,509.0,12.21,0
1918.8,1121.1,166.0,631.7,3.05,1
2209.1,1414.0,431.1,364.0,14.03,0
1555.0,1056.4,166.7,331.8,13.33,0
886.5,567.0,48.0,271.6,5.73,0
2458.8,1915.3,132.9,410.6,4.92,1
1809.0,1128.1,240.6,440.3,2.49,1
2558.6,1472.3,506.6,579.7,13.79,1
1093.4,737.1,215.4,140.9,9.6,0
837.2,654.7,84.2,98.3,0.96,0
1470.4,1183.9,180.0,106.5,7.91,0
2032.7,1565.2,132.3,335.2,1.74,1
1864.0,1337.2,239.2,287.6,8.82,0
2987.8,2292.4,418.2,277.2,7.88,1
1820.2,1373.2,159.6,287.4,1.7,1
2232.2,1384.7,316.6,531.0,12.33,0
2402.5,1718.3,444.4,239.8,4.3,1
858.9,671.0,43.1,144.9,8.35,0
2190.9,1413.4,184.8,592.7,9.77,0
1731.0,1291.7,141.1,298.3,14.45,0
1937.5,1345.5,132.9,459.1,7.66,0
1070.8,750.6,80.2,240.0,13.8,0
2913.6,1681.2,419.2,813.2,5.65,1
3344.5,2507.9,218.7,617.8,12.93,1
860.1,696.4,138.3,50.0,3.92,0
2423.7,1435.9,443.7,544.2,10.76,1
2862.4,1888.7,541.0,432.7,1.78,1
1569.0,885.8,233.8,449.3,14.8,0
2926.4,1635.5,233.0,1057.9,14.33,1
2507.4,2123.5,157.4,226.4,6.91,1
3308.7,2309.6,280.6,718.5,8.1,1
3448.7,2264.6,670.1,514.0,9.17,1
914.3,578.3,177.7,158.3,4.49,0
2001.3,1689.1,214.7,97.5,10.28,1
2276.9,1424.6,225.1,627.2,10.63,0
1196.2,918.3,151.3,126.5,8.11,0
1708.0,1084.8,160.1,463.1,2.64,0
3466.6,1980.0,682.8,803.9,13.83,1
843.8,637.1,70.2,136.6,2.17,0
2021.8,1113.0,213.0,695.8,9.62,0
3075.2,2314.8,351.8,408.6,1.99,1
1674.5,1046.8,115.1,512.6,2.62,1
2095.5,1621.5,225.1,248.8,0.8,1
3440.7,2686.9,614.2,139.6,5.77,1
2082.2,1597.5,147.9,336.7,9.77,1
1153.5,642.9,158.7,351.9,8.06,0
939.6,715.2,104.3,120.2,10.28,0
3352.6,2839.8,253.4,259.4,10.29,1
1517.7,945.2,78.7,493.8,2.53,0
2161.0,1366.3,196.7,598.0,1.33,1
1044.9,829.7,61.9,153.3,9.57,0
1943.9,1162.7,207.1,574.2,9.97,0
3311.3,2477.4,568.0,265.9,8.57,1
2156.5,1674.6,340.6,141.3,4.06,1
3422.1,1920.3,657.4,844.4,12.26,1
1498.9,1073.4,170.9,254.5,1.6,1
2162.3,1562.8,337.7,261.8,9.67,1
3120.7,2000.5,467.5,652.8,2.25,1
2010.3,1634.2,166.0,210.2,9.99,1
1554.6,930.9,148.5,475.1,6.56,0
3109.8,2050.2,402.6,657.0,10.91,1
1852.7,1490.7,314.0,50.0,1.26,1
2233.0,1355.8,266.3,610.8,8.55,1
3436.6,2737.0,289.2,410.4,2.6,1
1303.5,747.8,259.4,296.2,10.39,0
1613.8,1124.4,108.7,380.7,2.24,0
883.9,506.1,170.9,206.8,1.57,0
1858.0,1399.7,318.4,139.9,10.84,0
1340.5,1055.2,235.7,50.0,1.42,1
2636.1,2121.9,446.1,68.0,3.76,1
1289.6,1088.9,104.7,95.9,12.46,0
2622.0,1970.7,379.9,271.4,12.24,1
1511.4,1180.0,247.1,84.3,12.88,0
1759.1,1234.4,284.7,240.0,5.23,1
1741.9,1435.0,158.1,148.8,8.16,1
2735.2,2032.6,211.1,491.5,11.71,1
2059.6,1678.7,204.3,176.5,2.49,1
1775.5,1101.9,216.6,457.0,11.0,0
3102.1,2168.4,422.1,511.6,1.91,1
2344.3,1802.6,411.5,130.1,13.74,1
1377.3,841.3,227.8,308.3,9.74,0
3230.2,1981.4,489.1,759.7,7.65,1
1725.2,1455.0,154.4,115.7,7.53,1
905.2,615.9,110.3,179.0,3.13,0
2135.4,1291.0,214.2,630.2,5.52,1
1134.6,736.9,96.7,301.0,11.04,0
1443.9,966.2,74.4,403.2,8.34,0
2817.2,2076.1,284.3,456.8,8.17,1
1153.0,953.4,101.9,97.6,3.33,0
2978.7,2520.0,404.5,54.3,10.51,1
3329.6,2482.3,197.6,649.8,6.18,1
2437.6,1852.5,220.8,364.3,3.15,1
2718.0,1757.3,154.2,806.5,14.18,1
2726.7,2200.8,398.7,127.2,7.85,1
3480.6,2141.7,470.7,868.2,8.16,1
1722.2,1002.1,173.3,546.7,14.73,0
1239.7,1043.8,89.4,106.5,5.81,0
2201.8,1781.7,426.5,50.0,14.17,1
2239.8,1435.9,308.3,495.5,10.58,1
1280.4,963.5,194.4,122.4,9.68,0
2455.4,1694.5,318.5,442.4,3.9,1
838.1,542.2,143.3,152.6,1.25,0
3304.7,2101.9,609.6,593.2,6.85,1
1514.4,894.7,162.7,457.0,0.65,1
906.8,648.2,139.2,119.4,1.53,0
1092.3,747.1,92.3,252.9,9.13,0
1448.7,1019.4,214.1,215.2,11.0,0
1539.5,946.2,169.2,424.2,2.94,1
888.6,738.9,45.3,104.3,11.12,0
1554.3,1152.6,300.5,101.2,14.27,0
1320.9,1083.0,238.1,50.0,11.28,0
1822.3,1062.0,170.6,589.7,11.88,0
1840.0,1355.8,367.4,116.8,10.66,0
1715.3,1380.6,167.4,167.4,3.76,1
1685.4,1094.3,200.3,390.8,5.73,0
1042.3,634.3,185.2,222.8,14.26,0
868.1,546.4,83.1,238.5,10.09,0
1345.7,850.3,158.2,337.2,11.94,0
2843.0,1945.0,426.0,471.9,14.55,1
3475.2,2251.2,241.8,982.2,3.86,1
3307.0,2088.0,374.9,844.2,5.16,1
2161.4,1609.3,208.4,343.7,9.85,1
2235.9,1265.3,338.8,631.8,0.85,1
1649.4,1075.6,116.1,457.7,8.78,0
2889.6,2187.2,245.4,457.0,12.23,1
2864.8,1726.8,448.9,689.1,9.35,1
3079.5,1897.9,226.1,955.5,4.78,1
3217.9,1963.5,364.6,889.7,11.0,1
1972.7,1085.6,309.6,577.6,2.62,1
2870.6,1986.8,473.1,410.6,13.47,1
2977.3,1672.3,191.2,1113.7,1.96,1
1632.8,1031.8,290.3,310.8,13.02,0
3309.0,2807.5,524.8,50.0,7.72,1
1054.7,870.7,106.4,77.6,6.72,0
3484.5,2141.3,573.5,769.8,7.76,1
2879.2,1851.4,458.5,569.4,3.4,1
1051.8,724.8,147.4,179.6,7.14,0
2571.8,2066.0,344.0,161.8,12.82,1
892.3,705.6,142.9,50.0,12.11,0
2879.5,1692.8,575.6,611.1,2.86,1
2957.9,1737.3,404.6,816.0,10.26,1
2426.5,1637.9,415.7,372.9,12.92,1
3113.5,2525.2,503.3,85.1,12.39,1
1064.3,867.0,189.8,50.0,6.67,0
1545.0,899.5,298.5,347.0,1.2,1
1918.3,1385.6,151.5,381.3,14.0,0
914.6,545.8,68.4,300.4,6.24,0
2010.2,1519.4,277.3,213.5,5.73,1
1516.1,1250.7,178.0,87.4,11.51,0
1860.4,1277.0,252.3,331.1,4.33,1
1947.8,1119.8,330.6,497.4,12.6,0
3174.4,2297.6,602.4,274.5,1.6,1
1529.9,1029.0,172.3,328.7,11.24,0
3213.1,2548.9,506.7,157.6,14.5,1
1950.1,1271.7,155.1,523.4,14.94,0
1685.1,1369.1,219.4,96.6,13.9,0
2156.8,1363.3,114.9,678.6,13.13,0
1927.9,1151.5,242.1,534.4,4.54,1
1494.9,959.6,197.0,338.2,14.52,0
2157.2,1209.1,345.8,602.3,13.95,0
1209.9,767.5,178.4,264.0,8.25,0
1750.2,1309.2,181.6,259.4,6.33,0
2327.6,1379.6,118.4,829.7,2.08,1
1916.2,1117.9,129.0,669.3,9.06,0
3024.6,1783.6,592.7,648.2,10.66,1
1493.1,856.0,281.2,355.9,6.36,0
3418.4,2777.1,337.6,303.7,6.39,1
2918.7,2432.0,259.3,227.5,8.81,1
3412.5,1924.5,394.0,1093.9,0.9,1
3063.0,2383.1,470.1,209.8,14.39,1
1183.7,912.8,122.5,148.4,4.7,0
2221.4,1886.2,133.5,201.8,2.54,1
1258.9,823.8,139.0,296.1,0.58,0
3009.2,1912.8,268.1,828.3,12.92,1
2377.2,1630.6,234.7,511.9,13.02,1
1511.3,1219.6,112.5,179.2,1.88,0
3309.9,2543.9,492.6,273.4,2.71,1
1111.0,768.2,143.3,199.4,6.99,0
2322.4,1447.7,210.5,664.2,3.19,1
2746.8,2109.8,365.5,271.4,11.17,1
958.9,773.2,118.8,66.9,1.34,0
2414.2,1617.5,409.0,387.8,8.47,1
3002.9,2253.9,580.8,168.2,6.05,1
982.3,658.2,68.4,255.7,7.24,0
2183.1,1514.1,398.6,270.4,6.66,1
1498.1,1059.9,233.3,205.0,2.72,1
2589.9,2027.2,398.5,164.2,3.69,1
1120.4,944.8,118.9,56.7,1.44,0
3330.0,2275.4,338.3,716.3,2.17,1
3215.8,2098.9,163.5,953.3,14.68,1
1302.1,862.1,257.0,183.1,4.56,0
1672.8,987.2,235.8,449.7,4.95,1
2386.6,1525.2,263.4,598.0,2.34,1
2738.8,1577.4,360.3,801.1,11.45,1
1995.2,1353.5,111.9,529.8,13.9,0
1222.0,733.4,92.9,395.6,11.95,0
1081.2,707.0,155.2,219.0,9.38,0
3499.4,2757.8,444.9,296.7,12.29,1
2029.5,1265.9,341.1,422.5,6.36,1
3155.8,2315.0,469.6,371.2,12.96,1
2102.4,1724.7,294.8,82.9,12.08,0
3290.4,2369.3,566.9,354.1,0.53,1
1037.0,630.6,62.5,343.9,7.57,0
1107.9,723.9,170.2,213.7,4.34,0
3310.0,2406.7,520.8,382.5,1.75,1
3358.2,2357.4,306.5,694.3,12.77,1
1649.7,980.9,130.9,537.9,0.62,0
1758.9,1203.2,144.4,411.4,11.09,0
2021.6,1441.3,161.2,419.2,14.83,0
1923.6,1212.3,247.3,464.0,7.49,0
1313.1,963.5,92.4,257.3,5.88,0
3225.6,1842.0,480.3,903.4,9.28,1
1483.9,966.0,97.6,420.3,12.17,0
2704.2,2139.8,146.1,418.3,3.98,1
981.3,616.1,96.1,269.2,4.14,0
904.6,661.8,71.3,171.6,9.3,0
2565.1,1726.3,508.7,330.1,14.13,1
1715.3,1106.3,163.7,445.3,4.83,0
2569.7,2119.6,214.1,236.0,5.96,1
1053.9,688.1,83.8,281.9,14.9,0
3364.6,2089.4,356.9,918.3,3.06,1
2821.0,2321.1,397.4,102.5,1.62,1
3165.9,2449.7,529.6,186.6,9.05,1
1168.5,881.7,122.3,164.5,0.85,0
1664.4,940.2,239.5,484.8,3.12,0
1794.5,1057.6,219.5,517.4,9.52,0
2250.4,1668.7,398.3,183.5,10.06,1
1601.5,981.5,216.8,403.3,7.9,0
963.7,595.3,90.1,278.3,6.06,0
1796.0,1407.6,279.3,109.1,8.85,1
1487.3,945.6,257.3,284.4,9.83,0
1842.0,1052.7,220.7,568.6,12.15,0
1331.8,747.0,263.8,320.9,11.99,0
1507.1,1029.3,274.1,203.7,10.14,0
2492.8,1832.5,198.3,462.0,13.47,1
1848.0,1498.1,310.5,50.0,12.65,0
1732.5,1010.5,242.8,479.2,2.43,1
2241.5,1365.1,291.9,584.5,14.37,0
2884.0,2044.6,366.5,472.9,13.43,1
1822.9,1201.7,324.5,296.7,5.15,1
2386.3,1657.9,338.0,390.4,0.79,1
3408.7,2819.8,445.4,143.5,9.26,1
2209.3,1576.3,126.7,506.4,6.86,1
3256.5,2196.6,381.8,678.1,11.37,1
2942.9,2492.2,548.0,50.0,8.11,1
958.5,546.0,150.3,262.3,1.61,0
1958.6,1624.9,112.9,220.8,4.05,1
2685.5,1881.2,490.4,313.9,13.3,1
3464.1,2428.8,602.8,432.6,1.05,1
2037.6,1684.3,269.0,84.4,11.18,1
1050.5,737.7,56.1,256.8,4.73,0
2317.4,1579.4,311.4,426.7,7.06,1
1141.7,721.3,66.4,354.0,8.2,0
2829.1,2115.2,277.4,436.5,4.13,1
2170.7,1564.9,313.3,292.5,9.95,1
2753.3,1691.3,514.7,547.2,10.55,1
3147.3,2400.8,326.3,420.2,1.73,1
2498.2,1856.7,447.2,194.3,5.92,1
2453.6,1641.9,460.7,351.0,11.29,1
2837.3,1564.3,150.8,1122.2,10.96,1
3074.6,2103.0,264.2,707.5,8.4,1
3146.4,1736.3,492.4,917.8,11.78,1
898.4,514.3,146.9,237.1,2.06,0
2301.7,1563.3,250.6,487.9,2.21,1
1383.9,795.2,205.5,383.2,10.03,0
3122.9,1975.9,442.9,704.1,10.55,1
2550.7,1904.5,410.6,235.6,12.31,1
1934.6,1243.1,305.3,386.2,3.13,1
1307.9,1110.8,82.2,114.9,7.99,0
1715.4,1415.0,126.5,173.9,10.08,0
2700.2,1959.2,188.8,552.2,3.74,1
1351.8,1135.6,256.7,50.0,8.0,0
1052.7,853.1,196.9,50.0,9.76,0
3197.7,2064.6,542.4,590.7,3.61,1
2863.4,2218.8,193.3,451.3,5.95,1
1339.4,791.7,182.4,365.4,3.64,0
1589.2,1200.5,124.1,264.7,13.59,0
3424.6,2388.1,360.5,676.1,3.93,1
2712.1,1505.3,244.3,962.5,2.25,1
2448.4,1548.1,426.9,473.5,1.01,1
1630.6,1364.2,116.9,149.6,1.15,1
1607.6,1036.5,236.2,334.9,3.28,1
906.7,548.1,179.2,179.5,9.32,0
2766.9,1677.5,423.5,665.9,0.76,1
916.6,635.9,56.7,224.0,4.66,0
813.1,652.8,151.4,50.0,1.34,0
2769.6,2153.1,405.6,210.9,6.35,1
3362.0,2289.7,398.2,674.1,1.2,1
2842.6,1741.4,423.4,677.7,9.31,1
2073.4,1169.0,377.1,527.3,10.48,0
2112.3,1454.9,256.8,400.6,11.1,0
1977.6,1571.0,256.5,150.0,3.75,1
1676.5,1289.1,197.6,189.8,13.09,0
2208.6,1485.5,134.5,588.7,10.51,1
1964.1,1430.7,330.1,203.3,1.32,1
2415.1,1644.3,166.5,604.2,6.89,1
3224.9,2333.9,352.1,538.9,11.63,1
3486.5,2458.9,376.6,651.0,5.01,1
1012.6,763.8,93.2,155.6,6.03,0
1838.6,1291.3,202.9,344.4,9.63,0
1287.9,1071.8,183.8,50.0,1.3,0
1750.7,1187.7,169.3,393.7,14.52,0
1576.2,874.4,119.6,582.2,3.03,0
1271.3,789.3,229.3,252.6,0.89,0
2863.0,2004.6,560.1,298.3,0.58,1
2140.0,1524.0,254.2,361.7,6.29,1
3282.0,2349.0,325.1,607.9,13.32,1
888.0,678.8,50.7,158.5,12.39,0
980.8,620.3,54.5,306.1,13.72,0
1888.8,1415.6,205.8,267.5,8.24,0
1016.7,774.0,192.7,50.1,7.01,0
1509.4,1016.4,240.9,252.1,6.09,0
3462.3,2322.0,354.5,785.8,1.17,1
1364.2,823.5,266.3,274.4,13.69,0
1334.9,900.0,152.6,282.3,7.69,0
2348.8,1846.3,215.0,287.6,7.1,1
2144.6,1764.3,244.4,135.9,7.97,1
2367.2,1723.5,193.5,450.2,12.02,0
1817.2,1162.7,332.3,322.3,3.75,1
3032.3,2288.4,315.9,428.0,10.79,1
1174.2,906.5,174.6,93.1,10.81,0
1956.7,1271.2,212.0,473.5,12.82,0
2662.4,2124.5,493.2,50.0,0.63,1
3144.2,1798.8,460.2,885.2,2.97,1
1797.8,994.6,221.6,581.7,7.33,0
2332.9,1369.2,162.9,800.9,12.83,0
986.7,588.9,182.8,215.0,14.49,0
1259.9,1025.1,166.3,68.4,9.13,0
986.7,668.5,91.5,226.7,3.58,0
2765.3,1749.0,502.4,513.9,3.18,1
1577.8,1070.9,91.8,415.1,9.77,0
2754.1,1841.0,267.5,645.7,3.55,1
979.3,627.2,127.8,224.3,8.52,0
3128.9,1850.3,315.9,962.6,12.6,1
3055.9,2282.1,371.3,402.5,6.15,1
